Number,ID.1,event_id,victim_id,victim_type,victim_name,victim_gender,party1,party2,party3,party4,coallition,1stpoliticaloffice,2ndpoliticaloffice,3rdpoliticaloffice,general_category_1,general_category_2,general_category_3,level_of_government,government_area,event_type,aggressor,remarks_on_the_crime,date,state,municipal,INEGIcode,MunINEGIcode,Entity,Totalpopulation,Female_population,Male_population,economically_active_population,No_health_services_pop,12_year_old_single_population,ID.1,avg_scholarity,home_count,average_number_in_home,GDP,Concepto
1525,MIC-2023-11-26,1259,1434,Authority,Héctor Alejandro García Pacheco ,Male,PRI,,,,,Secretario de Seguridad Pública,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,Sujeto(s) armados,Sujetos armados lo secuestraron cuando se encontraba en una casa con su familia,2023-11-26,Michoacan_de_Ocampo,Contepec,16,17,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
1526,MIC-2023-11-27,1260,1434,Authority,Héctor Alejandro García Pacheco ,Male,PRI,,,,,Secretario de Seguridad Pública,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,,,2023-11-27,Michoacan_de_Ocampo,Contepec,16,17,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
1527,GTO-2023-11-27,1261,1435,Authority,Juan Martín Pedroza Gutiérrez,Male,No disponible,,,,,Ex-director de Protección Civil,,,Ex-Funcionario(a),,,Municipal,Executive,Murder,,,2023-11-27,Guanajuato,León,11,20,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
1528,GRO-2023-11-07,1262,1436,Authority,José Porfirio Rivera,Male,No disponible,,,,,Comisario de Buenavista de la Salud,,,Funcionario(a),,,Municipal,Executive,Murder,Sujeto(s) armados,Sujetos armados le dispararon en una cancha,2023-11-07,Guerrero,Chilpancingo de los Bravo,12,29,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1529,CHH-2023-11-05,1263,1437,Authority,Aarón Ramos,Male,No disponible,,,,,Ex-agente de la policía judicial estatal,,,Ex-Funcionario(a),,,State,Judicial,Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando estaba en un tianguis,2023-11-05,Chihuahua,Juárez,8,37,8,3741869,1888047,1853822,1863623,574108,1019091,2064.8682316118934,9.426801251956181,438.73708920187795,3.156682316118936,572880.305,Chihuahua
1530,BCN-2023-11-03,1264,1438,Authority,Rafael Flores Díaz,Male,MORENA,,,,,Subdelegado de Playas de Tijuana,,,Funcionario(a),,,Municipal,Executive,Armed Attack,Sujeto(s) armados,Sujetos armados le dispararon en un restaurante,2023-11-03,Baja_California,Tijuana,2,4,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
1531,OAX-2023-11-13,1265,1416,Authority,Pablo David Pérez,Male,,,,,,Tesorero municipal,,,Funcionario(a),,,Municipal,Economy and Finance,Kidnapping,,,2023-11-13,Oaxaca,San Esteban Atatlahuca,20,133,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
1532,OAX-2023-11-13,1266,1416,Authority,Pablo David Pérez,Male,,,,,,Tesorero municipal,,,Funcionario(a),,,Municipal,Economy and Finance,Murder,,,2023-11-13,Oaxaca,San Esteban Atatlahuca,20,133,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
1533,TAM-2023-11-09,1267,1522,Authority,José Alfredo Ortiz Guevara,Male,MORENA,PVEM,PT,,Sí,Coordinador de la Guardia estatal,,,Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Dos sujetos armados le dispararon en al menos 20 ocasiones,2023-11-09,Tamaulipas,El Mante,28,21,28,3527735,1791595,1736140,1737175,713859,924944,1029.1824491819534,9.782062469013386,662.7416955875062,3.1999603371343577,517419.862,Tamaulipas
1534,MIC-2023-11-09,1268,1537,Authority,No disponible,Male,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon afurera de su casa,2023-11-09,Michoacan_de_Ocampo,Uruapan,16,102,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
1535,GRO-2023-11-11,1269,1604,Authority,Dionis Deloya Nava,Male,PRI,,,,,Comisario Ejidal de La Palma,,,Funcionario(a),,,,Executive,Murder,Sujeto(s) armados,Sujetos armados le dispararon en al menos tres ocasiones cuando se encontraba en la cancha del poblado,2023-11-11,Guerrero,Juan R. Escudero,12,39,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1536,NLE-2023-11-10,1270,1602,Facility,Base de Fuerza Civil,Does not apply,MC,,,,,Base de Fuerza Civil,,,No aplica,,,State,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos en tres camioneta llearon al cuartel y dispararon,2023-11-10,Nuevo_Leon,Apodaca,19,6,19,5784442,2893492,2890950,2862003,1072664,1542048,1409.5,10.392601135557133,723.0997161107168,3.411085876508162,,
1537,ZAC-2023-11-08,1271,1524,Authority,Luis Manuel,Male,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,,2023-11-08,Zacatecas,Fresnillo,32,10,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
1538,ZAC-2023-11-08,1271,1603,Authority,No disponible,Male,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,,2023-11-08,Zacatecas,Fresnillo,32,10,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
1539,NLE-2023-11-13,1272,1605,Authority,Roberto,Male,MORENA,,,,,Policía federal ministerial,,,Funcionario(a),,,Federal,Judicial,Armed Attack,Sujeto(s) armados,Sujetos armados le dispararon cuando se encontraba dentro de un domicilio particular,2023-11-13,Nuevo_Leon,Monterrey,19,39,19,5784442,2893492,2890950,2862003,1072664,1542048,1409.5,10.392601135557133,723.0997161107168,3.411085876508162,,
1540,VER-2023-11-20,1273,1536,Authority,Alfredo González,Male,PT,,,,,Promotor municipal de bailes,,,Funcionario(a),,,Municipal,Executive,Murder,Sujeto(s) armados,Sujetos armados en una motocicleta le dispararonc cuando caminaba,2023-11-20,Veracruz_de_Ignacio_de_la_Llave,Amatlán de los Reyes,30,14,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
1541,BCN-2023-11-18,1274,1523,Facility,Fiscalía de Tijuana,Does not apply,MORENA,,,,,Fiscalía de Tijuana,,,No aplica,,,State,Judicial,Assault,Sujeto(s) armados,Sujetos armados en un auto dispararon contra la Fiscalía,2023-11-18,Baja_California,Tijuana,2,4,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
1542,TAB-2023-11-19,1275,1525,Authority,Isidro Jiménez Osorio,Male,MORENA,,,,,Policía ministerial de la vicefiscalía de Alto Impacto de la Fiscalía General de Tabasco,,,Funcionario(a),,,State,Judicial,Murder,Sujeto(s) armados,Sujetos armados le dispararon en su domicilio,2023-11-19,Tabasco,Nacajuca,27,13,27,2402598,1228927,1173671,1172514,755484,591074,592.5944055944055,9.515856643356642,722.7272727272727,3.543846153846154,448891.865,Tabasco
1543,TAM-2023-11-17,1276,1526,Authority,Edgar Sifuentes Casso,Male,PAN,,,,,Director de comunicación social,,,Funcionario(a),,,Municipal,Executive,Murder,,,2023-11-17,Tamaulipas,Valle Hermoso,28,40,28,3527735,1791595,1736140,1737175,713859,924944,1029.1824491819534,9.782062469013386,662.7416955875062,3.1999603371343577,517419.862,Tamaulipas
1544,GRO-2023-11-17,1277,1527,Authority,Abel Ortega Farías,Male,PRD,,,,,Secretario general del municipio,,,Funcionario(a),,,Municipal,Executive,Murder,Sujeto(s) armados,Sujetos armados los embocaron mientras realizaban un recorrido ,2023-11-17,Guerrero,Atlixtac,12,10,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1545,GRO-2023-11-17,1277,1528,Authority,Raúl Petatán Panchi,Male,MORENA,,,,,Presidente del Comité Pecuario de Sanidad Animal de la Secretaría de Agricultura y Desarrollo Rural,,,Funcionario(a),,,Federal,Executive,Murder,Sujeto(s) armados,Sujetos armados los embocaron mientras realizaban un recorrido ,2023-11-17,Guerrero,Atlixtac,12,10,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1546,MIC-2023-11-24,1278,1529,Authority,Carlos ,Male,MORENA,,,,,Médico Anestesiólogo del Hospital General de Zona 8 del IMSS,,,Funcionario(a),,,State,,Murder,Sujeto(s) armados,Sujetos armados en una motocicleta le dispararon en al menos cinco ocasiones,2023-11-24,Michoacan_de_Ocampo,Uruapan,16,102,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
1547,BCN-2023-11-25,1279,1530,Authority,León Bueno Loreto,Male,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Un sujeto armado le disparó en al menos 20 ocasiones,2023-11-25,Baja_California,Tijuana,2,4,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
1548,OAX-2023-11-29,1280,1606,Authority,Samuel Nicolás Lucas,Male,No disponible,,,,,Ex-alcalde,,,Ex-Alcalde(sa),,,Municipal,Executive,Armed Attack,Sujeto(s) armados,Sujetos armados dispararon en varias ocasiones,2023-11-29,Oaxaca,Mesones Hidalgo,20,37,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
1549,CHP-2023-11-27,1281,1531,Facility,Comandancia regional de la fiscalía de distrito Istmo Costa,Does not apply,MORENA,,,,,Comandancia regional de la fiscalía de distrito Istmo Costa,,,No aplica,,,State,Judicial,Assault,Sujeto(s) armados,,2023-11-27,Chiapas,Mapastepec,7,51,7,5543828,2837881,2705947,2501341,1814782,1355791,1050.0,7.681076703191996,807.2439256788947,4.093720819437827,261684.516,Chiapas
1550,CHP-2023-11-25,1282,1607,Facility,Subagencia de seguridad,Does not apply,MORENA,,,,,Subagencia de seguridad,,,No aplica,,,State,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,,2023-11-25,Chiapas,Chiapa de Corzo,7,27,7,5543828,2837881,2705947,2501341,1814782,1355791,1050.0,7.681076703191996,807.2439256788947,4.093720819437827,261684.516,Chiapas
1551,BCN-2023-11-25,1283,1532,Facility,Estación de policía,Does not apply,MORENA,,,,,Estación de policía,,,No aplica,,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Assault,Sujeto(s) armados,Sujetos armados dispararon contra las instalaciones en la madrugada,2023-11-25,Baja_California,Mexicali,2,2,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
1552,VER-2023-11-24,1284,1533,Authority,David Corona Aleluya,Male,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Kidnapping,,,2023-11-24,Veracruz_de_Ignacio_de_la_Llave,Ixtaczoquitlán,30,85,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
1553,VER-2023-11-25,1285,1533,Authority,David Corona Aleluya,Male,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,,,2023-11-25,Veracruz_de_Ignacio_de_la_Llave,Ixtaczoquitlán,30,85,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
1554,BCN-2023-11-24,1286,1534,Facility,Instalaciones de la Fiscalía,Does not apply,MORENA,,,,,Instalaciones de la Fiscalía,,,No aplica,,,State,Judicial,Assault,Sujeto(s) armados,Sujetos fuertemente armados dispararon contra la fiscalía,2023-11-24,Baja_California,Tijuana,2,4,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
1555,MOR-2023-11-29,1287,1439,Authority,Rogelio Sosa Peña,Male,No disponible,,,,,Comisario ejidal de Cocoyoc,,,Funcionario(a),,,,Executive,Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando estaba en su oficina,2023-11-29,Morelos,Yautepec,17,29,17,1971520,1020673,950847,1017989,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316,Morelos
1556,GRO-2023-11-06,1288,1440,Authority,Abraham Millán,Male,No disponible,,,,,Marino en retiro,,,Ex-Funcionario(a),,,Federal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados le dispararon cuando manejaba un auto e iba acompañado de su esposa,2023-11-06,Guerrero,Chilpancingo de los Bravo,12,29,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1557,GTO-2023-11-03,1289,1441,Authority,Yuridia Ocampo,Female,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon luego de salir de su turno,2023-11-03,Guanajuato,Silao de la Victoria,11,37,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
1558,GTO-2023-11-03,1289,1442,Authority,No disponible,Male,MORENA,,,,,Policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados le dispararon luego de salir de su turno,2023-11-03,Guanajuato,Silao de la Victoria,11,37,11,6166934,3170480,2996454,2997139,1275190,1678577,1591.6577032584626,8.676868079721608,630.3865865232522,3.849788041758937,701795.455,Guanajuato
1559,BCN-2023-11-28,1290,1443,Authority,Salvador Vargas,Male,MORENA,,,,,Policía de investigación de la Fiscalía General del Estado,,,Funcionario(a),,,State,Judicial,Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando cargaba gasolina,2023-11-28,Baja_California,Tijuana,2,4,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
1560,MIC-2023-12-21,1291,1444,Party,Mauricio Prieto Gómez,Male,PRD,,,,,Pre-candidato a diputado federal,Diputado federal por el distrito de Puruándiro,Empresario gasolinero,Pre-candidato(a),Diputado(a),Empresario,Federal,Elections and Campaigns,Assault,Sujeto(s) armados,Tres sujetos armados lo interceptaron y dispararon,2023-12-21,Michoacan_de_Ocampo,Tarímbaro,16,88,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
1561,MIC-2023-10-29,1292,1445,Authority,José Manuel Ch.Huacus ,Male,PRD,,,,,Primo del diputado federal Francisco Javier Huacus Esquivel,Escolta del diputado federal Francisco Javier Huacus Esquivel,,Familiar,,,Federal,Legislative,Armed Attack,Sujeto(s) armados,Sujetos armados intentaron secuestrarlo cuando estaba en un convivio familiar,2023-10-29,Michoacan_de_Ocampo,Apatzingán,16,6,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
1562,GRO-2023-12-21,1293,1446,Party,Ricardo Taja Ramírez,Male,MORENA,,,,,Pre-candidato a diputado federal,,,Pre-candidato(a),,,Federal,Elections and Campaigns,Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando estaba en una pozolería,2023-12-21,Guerrero,Acapulco de Juárez,12,1,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1563,OAX-2023-12-04,1294,1447,Authority,Francisco Aguirre López,Male,PRI,,,,,Hijo de la alcaldesa María Isela López,,,Familiar,,,Municipal,Executive,Murder,Sujeto(s) armados,Sujetos armados les cerraron el paso y atacaron con armas de grueso calibre y granadas,2023-12-04,Oaxaca,San Juan Cotzocón,20,190,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
1564,MIC-2023-10-24,1295,1448,Authority,Ricardo Moriya,Male,MORENA,,,,,"Hermano del alcalde de Tacámbaro, Artemio Moriya",,,Familiar,,,Municipal,Executive,Armed Attack,CJNG,Sujetos armados entraron a un restaurante y dispararon contra Ricardo Moriya,2023-10-24,Michoacan_de_Ocampo,Tacámbaro,16,82,16,4748846,2442505,2306341,2296059,1784629,1197488,1352.850166481687,8.089049204587496,635.433962264151,3.633529411764706,,
1565,JAL-2023-10-20,1296,1449,Authority,Isidro Martínez,Male,,,,,,Ex-tesorero municipal,,,Ex-Funcionario(a),,,Municipal,Economy and Finance,Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando estaba en una tienda de conveniencia,2023-10-20,Jalisco,Tuxpan,14,108,14,8348151,4249689,4098448,4244047,2452513,2420768,1825.6772765015223,9.625217270965956,819.3075006919457,3.523448657625242,1216735.696,Jalisco
1566,OAX-2023-12-01,1297,1450,Authority,Carlos Arturo Lezama Barahona,Male,MORENA,,,,,Director de Prevención del Delito,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando salía de su casa,2023-12-01,Oaxaca,Salina Cruz,20,79,20,4132148,2157305,1974843,1825593,1215990,1054399,1247.6970552642194,7.563336022589754,633.5691811214199,3.587277127874143,252892.486,Oaxaca
1567,BCN-2023-12-03,1298,1451,Authority,Enrique León Figueroa,Male,MORENA,,,,,Director del corralón de vehículos,Ex-asistente del alcalde,Empresario local,Funcionario(a),Ex-funcionario,Empresario,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Un sujeto armado le disparó directamente cuando estaba al interior de un bar,2023-12-03,Baja_California,Tecate,2,3,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
1568,MEX-2023-10-20,1299,1452,Party,Miguel Ángel Cruz Robles,Male,MORENA,,,,,Pre-candidato a alcalde de Villa del Carbón,,,Pre-candidato(a),,,Municipal,Elections and Campaigns,Murder,Sujeto(s) armados,Sujetos armados le dispararon desde un auto,2023-10-20,Mexico,Villa del Carbón,15,112,15,16992418,8741123,8251295,8544416,5672574,4799091,9822.752444987775,10.071827628361858,825.7169926650366,3.6701894865525673,,
1569,MOR-2024-01-04,1300,1453,Party,Alfredo Giovanni Lezama Barrera,Male,PAN,,,,,Pre-candidato a diputado federal,Regidor de Cuautla,Secretario general del PAN,Pre-candidato(a),Regidor(a),Militante,Federal,Elections and Campaigns,Murder,Sujeto(s) armados,Un sujeto armado le disparó cuando se encontraba en el gimnasio,2024-01-04,Morelos,Cuautla,17,6,17,1971520,1020673,950847,1017989,552170,529970,1366.4080962800874,9.947713347921225,896.6094091903719,3.4303501094091904,201049.316,Morelos
1570,ZAC-2023-12-07,1301,1454,Authority,Pablo Arteaga Córdova,Male,MORENA,,,,,Jefe de custodios del penal de Cieneguillas,,,Funcionario(a),,,State,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon afuera de su domicilio,2023-12-07,Zacatecas,Guadalupe,32,17,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
1571,PUE-2023-12-18,1302,1455,Party,Miguel Ángel Ruiz Sánchez,Male,MORENA,,,,,Pre-candidato a alcalde de Chietla,,,Pre-candidato(a),,,Municipal,Elections and Campaigns,Assault,Sujeto(s) armados,Sujetos armados en motocicletas le cerraron el paso en dos camionetas y dispararon,2023-12-18,Puebla,Chietla,21,51,21,6583278,3423163,3160115,3198118,1921945,1790595,1354.3837555886737,8.984105812220566,808.8386736214605,3.7685134128166915,595393.262,Puebla
1572,CHP-2023-12-17,1303,1456,Authority,Jesús Hermenegildo Z. R.,Male,PVEM,,,,,Director de la policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Assault,Sujeto(s) armados,Sujetos armados le cerraron el paso y le dispararon,2023-12-17,Chiapas,Chiapa de Corzo,7,27,7,5543828,2837881,2705947,2501341,1814782,1355791,1050.0,7.681076703191996,807.2439256788947,4.093720819437827,261684.516,Chiapas
1573,COL-2023-12-13,1304,1457,Authority,No disponible,Male,MORENA,,,,,Director de seguridad Pública,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados dispararon contra él cuando se encontraba dentro de un negocio,2023-12-13,Colima,Manzanillo,6,7,6,731391,370769,360622,386642,123074,201601,187.67027027027027,9.67072972972973,781.0216216216216,3.1776216216216215,109098.972,Colima
1574,COL-2023-12-13,1304,1458,Authority,No disponible,Male,MORENA,,,,,Escolta del director de seguridad Pública,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados dispararon contra él cuando se encontraba dentro de un negocio,2023-12-13,Colima,Manzanillo,6,7,6,731391,370769,360622,386642,123074,201601,187.67027027027027,9.67072972972973,781.0216216216216,3.1776216216216215,109098.972,Colima
1575,VER-2023-11-10,1305,1459,Facility,Cochera municipal,Does not apply,MORENA,,,,,Cochera municipal,,,No aplica,,,Municipal,Executive,Assault,Sujeto(s) armados,Sujetos armados dispararon contra la cochera municipal,2023-11-10,Veracruz_de_Ignacio_de_la_Llave,Texistepec,30,172,30,8062579,4190805,3871774,3851221,2228480,2081892,2445.4415210688594,8.628476875642344,619.370811921891,3.32551901336074,,
1576,BCN-2023-12-04,1306,1460,Authority,Darío Benítez Ruiz,Male,MORENA,,,,,Alcalde de Tecate,,,Alcalde(sa),,,Municipal,Executive,Threat,CJNG,El alcalde fue amenazado en una narcomanta firmada por el CJNG en la que se le señaló de haber pactado con el Cártel de Sinaloa,2023-12-04,Baja_California,Tecate,2,3,2,3769020,1868424,1900583,2010892,836310,1085230,1047.1785714285713,10.178268849206349,657.7127976190476,3.2020982142857144,,
1577,ZAC-2023-12-17,1307,1593,Authority,Eriubardo Pérez Vidal,Male,PAN,,,,,Director de la policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Armed Attack,Sujeto(s) armados,Sujetos armados le dispararon cuando se cortaba el pelo,2023-12-17,Zacatecas,Calera,32,5,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
1578,ZAC-2023-12-17,1307,1462,Authority,No disponible,Male,PAN,,,,,Escolta del director de la policía municipal,,,Funcionario(a),,,Municipal,Seguridad (e.g. policías; fuerzas del orden),Murder,Sujeto(s) armados,Sujetos armados le dispararon cuando se cortaba el pelo,2023-12-17,Zacatecas,Calera,32,5,32,1622138,831080,791058,701031,326238,406398,993.5205402363534,8.385649971862689,342.0528981429375,3.5667248171074846,151882.034,Zacatecas
1579,GRO-2023-12-26,1308,1463,Authority,Anabel Gutiérrez,Female,FPM,,,,,Directora de limpia municipal,,,Funcionario(a),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,,2023-12-26,Guerrero,Taxco de Alarcón,12,55,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1580,GRO-2023-12-26,1308,1464,Authority,Tomás Bustos,Male,FPM,,,,,administrador de basurero local,,,Funcionario(a),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,,2023-12-26,Guerrero,Taxco de Alarcón,12,55,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1581,GRO-2023-12-26,1308,1465,Authority,Alan Rubén,Male,FPM,,,,,Trabajador de limpia,,,Funcionario(a),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,,2023-12-26,Guerrero,Taxco de Alarcón,12,55,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1582,GRO-2023-12-26,1308,1466,Authority,Diego Jeovanny,Male,FPM,,,,,Trabajador de limpia,,,Funcionario(a),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,,2023-12-26,Guerrero,Taxco de Alarcón,12,55,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1583,GRO-2023-12-26,1308,1467,Authority,Brayan Alexis Sainz Morales,Male,FPM,,,,,Trabajador de limpia,,,Funcionario(a),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,,2023-12-26,Guerrero,Taxco de Alarcón,12,55,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1584,GRO-2023-12-26,1308,1468,Authority,No disponible,Not Available,FPM,,,,,Trabajador de limpia,,,Funcionario(a),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,,2023-12-26,Guerrero,Taxco de Alarcón,12,55,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1585,GRO-2023-12-26,1308,1469,Authority,No disponible,Not Available,FPM,,,,,Trabajador de limpia,,,Funcionario(a),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,,2023-12-26,Guerrero,Taxco de Alarcón,12,55,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1586,GRO-2023-12-26,1308,1470,Authority,No disponible,Not Available,FPM,,,,,Trabajador de limpia,,,Funcionario(a),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,,2023-12-26,Guerrero,Taxco de Alarcón,12,55,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
1587,GRO-2023-12-26,1308,1471,Authority,No disponible,Not Available,FPM,,,,,Trabajador de limpia,,,Funcionario(a),,,Municipal,Executive,Kidnapping,Sujeto(s) armados,,2023-12-26,Guerrero,Taxco de Alarcón,12,55,12,3540685,1840073,1700612,1635187,891961,870839,1415.5813780260708,7.39683426443203,490.22830540037245,3.786890130353817,240749.756,Guerrero
